2023-11-23,trx-884986590928,85479,james.jones@outlook.com{,8,Sneakers,Footwear,9,79.99,yes,Stripe,1,72,345 Tattnall Street,Savannah,GA,31401,0.0,James Jones
2023-12-17,trx-762221980836,85477,alexander.williams@hotmail.com<,5,T-Shirt,Clothing,2,19.99,yes,PayPal,1,73,7770 West Bell Road,Glendale,AZ,85308,0.2,Alexander Williams
2022-04-26,trx-237384396510,85545,sophia.wilson@hotmail.com/,26,Vacuum Cleaner,Appliances,9,199.99,yes,PayPal,1,74,26334 Adrian Avenue,Hayward,CA,94545,0.15,Sophia Wilson
2023-07-24,trx-747644016556,85537,emma.brown@hotmail.com]x,22,Coffee Maker,Appliances,9,79.99,yes,Stripe,1,75,2008 Aberdeen Drive,Crofton,MD,21114,0.0,Emma Brown
2022-09-23,trx-394208731476,85504,john.johnson@hotmail.com$u,30,Electric Kettle,Appliances,3,24.99,yes,Stripe,1,76,350 Lydall Street,Manchester,CT,06042,0.0,John Johnson
2022-12-11,trx-827404279253,85472,ava.smith@outlook.com:,6,Jeans,Clothing,5,49.99,yes,Stripe,1,77,6040 West Kings Avenue,Glendale,AZ,85306,0.2,Ava Smith
2022-11-20,trx-445358902820,85545,sophia.wilson@hotmail.com/,21,Microwave,Appliances,4,129.99,yes,Stripe,1,78,8709 Peeble Lane,Louisville,KY,40272,0.15,Sophia Wilson
2023-02-20,trx-155107102405,85489,alexander.jones@yahoo.com}4,24,Blender,Appliances,4,49.99,yes,Credit Card,1,79,2906 Clare Avenue,Nashville,TN,37209,0.0,Alexander Jones
2023-07-12,trx-933247844102,85510,james.johnson@outlook.com[,28,Hair Dryer,Appliances,2,19.99,yes,Stripe,1,80,40 Highwood Drive,Manchester,CT,06040,0.15,James Johnson
2022-01-27,trx-321771052987,85542,james.miller@yahoo.com;,5,T-Shirt,Clothing,4,19.99,yes,PayPal,1,81,105 Ridgecrest Court,Panama City,FL,32405,0.0,James Miller
2022-02-24,trx-839393061512,85525,michael.wilson@gmail.com$u,29,Hair Straightener,Appliances,7,39.99,yes,Credit Card,1,82,1914 Stratford Downs Drive,Montgomery,AL,36117,0.15,Michael Wilson
2022-09-25,trx-468999051109,85505,william.davis@gmail.com}4,10,Sandals,Footwear,2,39.99,yes,Credit Card,1,83,2732 Rosedale Place,Nashville,TN,37211,0.15,William Davis
2023-09-25,trx-189034728332,85502,michael.brown@hotmail.com&,27,Iron,Appliances,3,29.99,yes,PayPal,1,84,3437 Sommerville Drive,Montgomery,AL,36111,0.1,Michael Brown
2023-09-13,trx-274342343778,85548,"mia.davis@yahoo.com\"\"",24,Blender,Appliances,1,49.99,yes,Stripe,1,85,2196 East Jonquil Road,Fayetteville,AR,72703,0.0,Mia Davis
2023-09-03,trx-880994803723,85525,michael.wilson@gmail.com(,7,Dress,Clothing,3,59.99,yes,Credit Card,1,86,14213 Doc Hawley Street,Louisville,KY,40245,0.2,Michael Wilson
2022-10-04,trx-366512229702,85470,ava.wilson@hotmail.com$u,14,Camera,Electronics,2,399.99,yes,Stripe,1,87,190 Countryside Drive,Farmington,AR,72730,0.2,Ava Wilson
2022-01-22,trx-448334941418,85485,ava.smith@hotmail.com>,3,Tablet,Electronics,4,299.99,yes,Credit Card,1,88,4695 East Huntsville Road,Fayetteville,AR,72701,0.15,Ava Smith
2022-06-17,trx-445281441916,85466,michael.brown@yahoo.comm,26,Vacuum Cleaner,Appliances,10,199.99,yes,Credit Card,1,89,3101 Penland Parkway,Anchorage,AK,99508,0.1,Michael Brown
2023-07-17,trx-760694347422,85552,olivia.davis@outlook.com&,9,Boots,Footwear,2,129.99,yes,Stripe,1,90,7915 Depew Street,Arvada,CO,80003,0.0,Olivia Davis
2022-05-25,trx-718670581469,85520,alexander.wilson@hotmail.com<,4,Headphones,Electronics,4,99.99,yes,Stripe,1,91,5420 Sunset Avenue,Panama City Beach,FL,32408,0.0,Alexander Wilson
2022-12-06,trx-460679319648,85493,james.johnson@gmail.com]x,15,Hoodie,Clothing,5,29.99,yes,Stripe,1,92,8221 Surf Drive,Panama City,FL,32408,0.15,James Johnson
2023-07-02,trx-978407089642,85505,william.davis@gmail.com<,10,Sandals,Footwear,8,39.99,yes,Credit Card,1,93,733 East DeRenne Avenue,Savannah,GA,31405,0.2,William Davis
2022-02-09,trx-193624892855,85493,james.johnson@gmail.com',22,Coffee Maker,Appliances,6,79.99,yes,Stripe,1,94,16572 East Wyman Road,Fayetteville,AR,72701,0.0,James Johnson
2023-03-22,trx-630449743531,85549,emma.johnson@hotmail.comm,24,Blender,Appliances,1,49.99,yes,PayPal,1,95,14 Huntington Street,Manchester,CT,06040,0.0,Emma Johnson
2023-11-22,trx-538437496325,85555,mia.johnson@hotmail.com|,9,Boots,Footwear,1,129.99,yes,Stripe,1,96,212 Holiday Circle,Savannah,GA,31419,0.0,Mia Johnson
2023-11-08,trx-071215602355,85562,john.wilson@outlook.com\,21,Microwave,Appliances,1,129.99,yes,Credit Card,1,97,2325 Eastridge Circle,Moore,OK,73160,0.05,John Wilson
2023-03-11,trx-885768324064,85476,james.moore@yahoo.com[,12,Monitor,Electronics,5,299.99,yes,PayPal,1,98,1709 Southeast 51st Street,Oklahoma City,OK,73129,0.0,James Moore
2023-11-04,trx-264523267094,85556,william.davis@outlook.com)x,14,Camera,Electronics,6,399.99,yes,Stripe,1,99,6713 Holt Road,Nashville,TN,37211,0.15,William Davis
2023-03-24,trx-569727423317,85501,emma.smith@gmail.com:,29,Hair Straightener,Appliances,10,39.99,yes,Credit Card,1,100,2643 North Sierra Avenue,Fayetteville,AR,72703,0.0,Emma Smith
2023-08-17,trx-912830091630,85463,mia.williams@gmail.com(,24,Blender,Appliances,1,49.99,yes,Stripe,1,101,16 Redbud Way,Marlborough,MA,01752,0.0,Mia Williams
2022-06-08,trx-451045450931,85511,ava.moore@gmail.com',17,Blouse,Clothing,10,29.99,yes,PayPal,1,102,158 Euclid Avenue,San Leandro,CA,94577,0.0,Ava Moore
2023-07-05,trx-316303870041,85517,olivia.jones@hotmail.com{,5,T-Shirt,Clothing,8,19.99,yes,PayPal,1,103,3414 Vance Lane,Montgomery,AL,36109,0.0,Olivia Jones
2023-01-02,trx-982565004034,85470,ava.wilson@hotmail.com{,15,Hoodie,Clothing,7,29.99,yes,Stripe,1,104,4907 Roger Drive,Anchorage,AK,99507,0.2,Ava Wilson
2022-02-10,trx-739043195358,85551,michael.johnson@yahoo.com#4r,10,Sandals,Footwear,5,39.99,yes,Stripe,1,105,517 Glenpark Drive,Nashville,TN,37217,0.0,Michael Johnson
2023-12-21,trx-352818301797,85524,"john.jones@yahoo.com\"\"",26,Vacuum Cleaner,Appliances,10,199.99,yes,Credit Card,1,106,124 Rod Key Street,Lyndon,VT,05851,0.0,John Jones
2022-11-13,trx-942383121912,85549,emma.johnson@hotmail.com&,3,Tablet,Electronics,2,299.99,yes,PayPal,1,107,3208 Southwest 65th Street,Oklahoma City,OK,73159,0.0,Emma Johnson
2023-01-05,trx-138378468004,85505,william.davis@gmail.com$u,17,Blouse,Clothing,4,29.99,yes,Credit Card,1,108,409 Snook Lane,Panama City Beach,FL,32408,0.2,William Davis
2023-06-15,trx-697448207361,85498,olivia.davis@hotmail.com/,15,Hoodie,Clothing,1,29.99,yes,Stripe,1,109,2130 Winona Avenue,Montgomery,AL,36107,0.0,Olivia Davis
2022-02-04,trx-056838331840,85489,alexander.jones@yahoo.com\,27,Iron,Appliances,2,29.99,yes,Stripe,1,110,8772 West 79th Avenue,Arvada,CO,80005,0.0,Alexander Jones
2023-09-28,trx-439006300501,85502,michael.brown@hotmail.com,25,Washing Machine,Appliances,7,499.99,yes,Credit Card,1,111,8700 Seaton Boulevard,Montgomery,AL,36116,0.2,Michael Brown
2022-04-23,trx-687583705282,85559,john.taylor@yahoo.com\,9,Boots,Footwear,9,129.99,yes,PayPal,1,112,1797 Pasatiempo Drive,Chico,CA,95928,0.0,John Taylor
2023-12-10,trx-039259249228,85515,william.wilson@outlook.com%x,11,TV,Electronics,1,899.99,yes,Stripe,1,113,22825 North 74th Lane,Glendale,AZ,85310,0.0,William Wilson
2022-01-15,trx-787611551282,85560,michael.jones@gmail.com*,16,Skirt,Clothing,8,39.99,yes,Credit Card,1,114,232 Maine Avenue,Panama City,FL,32401,0.0,Michael Jones
2022-08-25,trx-818380645433,85481,michael.moore@outlook.com[,3,Tablet,Electronics,5,299.99,yes,PayPal,1,115,1606 Aaron Street,Montgomery,AL,36104,0.15,Michael Moore
2022-02-22,trx-688762394156,85482,william.moore@yahoo.com',4,Headphones,Electronics,7,99.99,yes,PayPal,1,116,819 Beazer Lane,Nashville,TN,37013,0.0,William Moore
2023-12-08,trx-850045985796,85477,alexander.williams@hotmail.com)x,4,Headphones,Electronics,4,99.99,yes,Stripe,1,117,1432 Bell Trace Drive,Nashville,TN,37013,0.0,Alexander Williams
2023-09-24,trx-249501760567,85530,mia.moore@yahoo.com|,1,Laptop,Electronics,9,999.99,yes,Stripe,1,118,5650 West 60th Avenue,Arvada,CO,80003,0.0,Mia Moore
2023-06-09,trx-985904811485,85537,emma.brown@hotmail.com>,27,Iron,Appliances,10,29.99,yes,PayPal,1,119,4316 Sunnybrook Drive,Montgomery,AL,36108,0.0,Emma Brown
2022-12-06,trx-571428223608,85471,ava.williams@outlook.com{,28,Hair Dryer,Appliances,6,19.99,yes,Credit Card,1,120,204 North Holt Street,Montgomery,AL,36104,0.0,Ava Williams
2023-02-04,trx-457466234818,85481,michael.moore@outlook.com',1,Laptop,Electronics,2,999.99,yes,Stripe,1,121,4632 Vermont 15,Wolcott,VT,05680,0.0,Michael Moore
2022-02-11,trx-353799921258,85559,john.taylor@yahoo.com*,10,Sandals,Footwear,1,39.99,yes,Stripe,1,122,311 South Panama Street,Montgomery,AL,36107,0.0,John Taylor
2022-11-21,trx-410231245834,85496,james.davis@yahoo.com:,17,Blouse,Clothing,8,29.99,yes,PayPal,1,123,80 Homestead Street,Manchester,CT,06042,0.1,James Davis
2023-10-16,trx-764436740352,85546,"alexander.johnson@gmail.com\"\"",22,Coffee Maker,Appliances,2,79.99,yes,Stripe,1,124,1804 Calhoun Avenue,Panama City,FL,32405,0.2,Alexander Johnson
2023-11-04,trx-783681644209,85551,michael.johnson@yahoo.com}4,17,Blouse,Clothing,2,29.99,yes,PayPal,1,125,1008 Rhode Island Avenue Northwest,Washington,DC,20001,0.0,Michael Johnson
2022-01-16,trx-040415473525,85561,alexander.moore@yahoo.com{,29,Hair Straightener,Appliances,5,39.99,yes,Stripe,1,126,5113 Village Trace,Nashville,TN,37211,0.0,Alexander Moore
2022-08-22,trx-931989943937,85547,james.wilson@outlook.com:,21,Microwave,Appliances,6,129.99,yes,PayPal,1,127,5725 Medallion Court,Castro Valley,CA,94552,0.0,James Wilson
2023-09-12,trx-174765688880,85504,john.johnson@hotmail.com%x,21,Microwave,Appliances,1,129.99,yes,Stripe,1,128,218 Durham Park Way,Pooler,GA,31322,0.0,John Johnson
2023-02-09,trx-682683802843,85543,olivia.brown@outlook.com}4,28,Hair Dryer,Appliances,5,19.99,yes,Credit Card,1,129,2200 East Victory Drive,Savannah,GA,31404,0.1,Olivia Brown
2022-04-12,trx-628645476432,85468,william.davis@yahoo.com{,14,Camera,Electronics,9,399.99,yes,Credit Card,1,130,1358 Scenic Avenue,Berkeley,CA,94708,0.05,William Davis
2023-11-13,trx-618350079704,85523,"mia.wilson@gmail.com\"\"",17,Blouse,Clothing,2,29.99,yes,PayPal,1,131,17 West 26th Circle,Fayetteville,AR,72701,0.2,Mia Wilson
2023-03-05,trx-483413012617,85548,mia.davis@yahoo.com',26,Vacuum Cleaner,Appliances,9,199.99,yes,PayPal,1,132,6143 Prosperity Drive,Anchorage,AK,99504,0.0,Mia Davis
2022-02-22,trx-351953625106,85541,ava.jones@hotmail.com)x,7,Dress,Clothing,4,59.99,yes,Stripe,1,133,4960 Maple Grove Drive,Fayetteville,AR,72764,0.0,Ava Jones
2022-02-18,trx-415518662178,85524,john.jones@yahoo.com#4r,27,Iron,Appliances,4,29.99,yes,Stripe,1,134,1011 Irving Street Northeast,Washington,DC,20017,0.0,John Jones
2022-01-17,trx-109953302977,85547,james.wilson@outlook.com]x,22,Coffee Maker,Appliances,4,79.99,yes,Credit Card,1,135,1745 T Street Southeast,Washington,DC,20020,0.0,James Wilson
2023-03-26,trx-799169428942,85480,alexander.williams@outlook.com#4r,21,Microwave,Appliances,3,129.99,yes,Credit Card,1,136,5306 Ritchie Highway,Baltimore,MD,21225,0.15,Alexander Williams
2023-02-08,trx-532637050865,85471,ava.williams@outlook.com]x,20,Heels,Footwear,3,59.99,yes,Credit Card,1,137,815 Plantation Drive,Panama City,FL,32404,0.0,Ava Williams
2022-08-16,trx-687765573718,85539,emma.miller@outlook.com(,3,Tablet,Electronics,2,299.99,yes,Stripe,1,138,195 Nursery Street,Springfield,MA,01104,0.15,Emma Miller
2022-02-08,trx-097507054570,85491,alexander.wilson@yahoo.com{,22,Coffee Maker,Appliances,3,79.99,yes,PayPal,1,139,29 East Avenue,Colchester,VT,05446,0.1,Alexander Wilson
2023-02-28,trx-958748411490,85557,james.davis@hotmail.com/,23,Toaster,Appliances,10,39.99,yes,Stripe,1,140,Tyndall Drive,Tyndall Air Force Base,FL,32403,0.15,James Davis
2023-02-22,trx-002829641649,85494,sophia.williams@outlook.com:,14,Camera,Electronics,6,399.99,yes,Stripe,1,141,416 McIver Street,Nashville,TN,37211,0.15,Sophia Williams
2023-11-14,trx-694847848960,85533,ava.taylor@yahoo.com|,18,Boots,Footwear,2,149.99,yes,Stripe,1,142,4463 Cato Road,Nashville,TN,37218,0.0,Ava Taylor
2023-11-27,trx-412499633390,85465,james.taylor@gmail.com\,8,Sneakers,Footwear,8,79.99,yes,PayPal,1,143,1015 Castle Road,Edmond,OK,73034,0.0,James Taylor
